userName;score;at;content;;
Sherena Sherena;5;20/02/2023 23:18;Mantap goapy..;;
Lekjo Jombang;5;20/02/2023 23:15;Terbaik;;
Safrudin okeh;5;20/02/2023 22:57;Sangat membantu,bagi sy terutama paket pulsa dan data nya banyak diskon.ok dah pokoknya...;;
Kenzo Daeli;5;20/02/2023 22:34;Sampe saat ini asyik2 aja;;
Rizex 2k;5;20/02/2023 22:21;Supirnya ramah, tahu jalan shg tdk muter2;;
Yusup Muharom Sobandi;1;20/02/2023 22:15;Mohon maaf ya buat ini .kak kalau bisa jika kita ingin tlp CS kenpaa kaya di persulit banget ya. Pindah No lah, Harus dari aplikasi lah.. kalo bisa langsung kenpaa enggak ya sekalinya buat urgent jadi susahhh kan;;
Mhd yasin Sugiharso;5;20/02/2023 22:11;mantab;;
Mochamad Soefian Tsaury;5;20/02/2023 21:58;Tempat saya belanja;;
HERU GANTENG;5;20/02/2023 21:51;Ok;;
Theresia Afri;5;20/02/2023 21:47;aplikasi keren;;
Testarossa;1;20/02/2023 21:44;Silahkan gunakan gopaylater, terlambat membayar dan anda akan diperlakukan layaknya buronan 🤣;;
Evelyna ID;4;20/02/2023 21:42;gojek jarang ngasi voucher, mahalll;;
Yanti ariyani;5;20/02/2023 21:34;Oke sip;;
Surdin Subardi;5;20/02/2023 21:29;Mantap gojek;;
pendhy agus;5;20/02/2023 21:22;Sangat membantu kehidupan 😇;;
Rempah Mayit;5;20/02/2023 21:15;sangat membantu;;
Illyas Maulana;1;20/02/2023 21:10;Aplikasi parah. Transfer ke rekening aja. Bisa berjam-jam. Di komplain aja gak ada tindak lanjut. Untuk pengguna gopay dan gojek lebih baik pindah aja. Ini aplikasi tidak rekomendasi. Tiap laporan gak ada tindak lanjut dan penanganan. Jawaban cuma robot. Dan bukan ngasih solusi.;;
suslianti djauhari;1;20/02/2023 20:58;Hari ini saya mau menggunakan aplikasi gojek,tapi akun saya di nyatakan bermasalah sehingga sy tdk bisa menggunakan layanan gojek,tidak ada petunjuk bagi utk bisa mengaktifkan kembali akun gojek saya,benar benar jelek pelayanannya,kalo begini lebih baik pindah aplikasi dong😄😄;;
Astia Nurwenda;1;20/02/2023 20:57;Parah ,ngisi saldo gak masuk Merugikan;;
Angga Afiyanto;5;20/02/2023 20:55;Mantap sangat membantu;;
Dionisius Kangtono;1;20/02/2023 20:54;Lag parahhh mau pesen makan aja lama banget loading nya ,padahal pake wifi lancar aja tuh buka apk yang lainn;;
Muhamad Chanif;5;20/02/2023 20:47;Aplikasi recomended ... good;;
Rin Fanfan;1;20/02/2023 20:46;Mau bayar gopaylater.. Menunya di klik blank.. Jadi gimana mau bayar.. Hub fitur bantuan ngga di balas.. Jadi gimana mau bayar☹️;;
YM Channel;2;20/02/2023 20:46;Tolong perbaiki titik jemput customer .karna saat buat order tidak sesuai dengan tempat jemput yg sebenarnya .;;
MR. iam;1;20/02/2023 20:44;Mohon maaf ini knapa ya pilihan metode top up pembayaran cuaman 2pilihan;;
Rogi Saja;1;20/02/2023 20:32;Perlu di ketahui,oleh cs gojek potongan perjalanan anda mencapai 30%dan driver bukan lagi mitra melainkan budak/mesin uang,;;
Renny Ling;5;20/02/2023 20:31;Sui ,mantap aplikasi ini membuat saya jadi gampang untuk order barang barang yang jauh dari rumah tanpa harus ngemudi ke tempat itu ,makasih 👍🏻;;
Candrika Alfatir;5;20/02/2023 20:27;saya suka aplikasi ini, sangat berguna untuk kebutuhan sehari-hari, mau ke mana aja gampang, mau makan tapi males keluar tinggal pesen aja;;
Handi Yuda;5;20/02/2023 20:20;Ok;;
Kusaerih;5;20/02/2023 20:12;Perbaiki map live view !!!;;
neny hartini;1;20/02/2023 20:11;Maps gak akurat, voucher n promo alfa sering prank. Yg tertera diiklan kenyataan di scan bohong. Blnja pun sama gak ada yg msk vouchernya.;;
One Game;5;20/02/2023 20:08;Berharap ada mode malam nya.;;
INDONAS TELAGA BIRU;5;20/02/2023 20:07;pokok nya ok...;;
rian syah;1;20/02/2023 20:06;Terimakasih kepada akun yg bernama amanda Y (tidak tau apakah nama asli/nama palsu) lokasi di sumbar dekat kampus dipdg. Berkat anda, akun driver saya menjadi sepi, karna anda memesan goride tapi tidak bisa dihubungi sama sekali sampai 20 menit lebih, sehingga dengan berat hati saya membatalkan order yg berimbas dengan berkurangnya skor kinerja saya. Sampai detik ini saya susah mendapatkan order, bahkan 3 hari belakang tidak mendapatkan order samasekali, semoga pesan ini sampai ke orgnya;;
Doni Wahyu;5;20/02/2023 20:03;Driver ok banget Om gojek;;
SHINE Kaluara;5;20/02/2023 19:53;Tks gojek driver2nya sopan dan tepat waktu;;
milky shake;5;20/02/2023 19:49;Banyak promonya..trims gojek;;
Rafael Andreas Nauvalino;5;20/02/2023 19:47;Ok;;
shiva han;1;20/02/2023 19:45;Kecewa karna fitur combo resto udah gaada :);;
ami ami ramadhani;1;20/02/2023 19:44;Isi saldo gopay di indomaret sudah berhasil dan ada struk pembayaran tetapi saldo belum masuk.. proses 2x24 jam. aku isi gopay buat pesan makanan , jadi kelen suruh aku nunggu 2x24 jam untuk pesan makanannya.. gak ngotak kali ya jek;;
Nurul Afidah;5;20/02/2023 19:39;Sangat memudahkan berpegian;;
Saepudin;2;20/02/2023 19:26;Tolong Perbaiki segera fitur Tarik Tunai Bermasalah Terus !!!;;
Sri Endang;5;20/02/2023 19:21;sangat membantu ketika LG mager he;;
ahsinul hadi;5;20/02/2023 19:17;Aplikasi yang sangat membantu ...;;
Okky Anugrah;5;20/02/2023 19:15;Bkin mudah;;
Faris Fathoni;5;20/02/2023 19:13;Pokoke lanjutkan;;
tonzay tono;1;20/02/2023 19:13;Driver susah dapet duit dari sini , susah menentukan masa depan kalo ngandelin dari gojek...;;
Dela Yona;5;20/02/2023 19:13;Bagus membantu saya berpergian kemana mana;;
Tri Widiyati;5;20/02/2023 19:12;Bagus aman... Cuma jarang ada promo;;
Raditya Shaf28;5;20/02/2023 18:58;Sangat membantu;;
Junaidi Yenti;5;20/02/2023 18:52;Gogames nya GK ad FF bikin dong untuk top up diamond, pasti banyak yg top up . terimakasih itu saran dari saya soal ny pengguna ff lebih banyak.yok bisa top up diamond;;
Ludfi Zulkarnain;2;20/02/2023 18:52;Sangat tidak memuaskan murah.;;
darsono 57;5;20/02/2023 18:51;Sangat membantu, dan ada hampir di seluruh wilayah.;;
Wahyuningsih 21;5;20/02/2023 18:51;Sangat mudah dan gampang, tidak ribet;;
Arif Maulana;5;20/02/2023 18:48;Mantap;;
Dicka Novi;5;20/02/2023 18:46;Matap saya puas dengan gojek;;
aziz;5;20/02/2023 18:45;Ok;;
Tetty Nurhayati;1;20/02/2023 18:44;Saya disuruh driver;;
Alva Rezh;1;20/02/2023 18:43;Saya tinggal di Jogja dan Diberikan alamat Ke Semarang, mau pesan Makanan tidak bisa di batalkan dan otomatis Menyambung ke driver lain, sudah 3 driver yg terkena kesalahan lokasi pesanan saya. Saya merasa bersalah sekali 😔😔;;
Siti badriah Badriah;5;20/02/2023 18:39;Memudahkan dlm pesenan...baik kendaraan ataupun.....pesanan makanan...;;
Deni Firmansyah;5;20/02/2023 18:36;Bagus;;
Yuli Krisnawati;5;20/02/2023 18:22;Bagus;;
17. Lilis;5;20/02/2023 18:19;Gojekk mantabb, sukses selalu gojek🥰;;
Rendy Maulana;1;20/02/2023 18:19;Gx bisa beli pulsa dan beberapa kali akun di blokir padahal ada saldo gopay;;
HAIQAL RIZKY26;5;20/02/2023 18:19;Mantap;;
Asep Cepi;5;20/02/2023 18:17;Sangat membantu untuk perjalanan;;
ad djadja rosadi;5;20/02/2023 18:16;pokoknya mantap..;;
Irham Bugis;5;20/02/2023 18:15;Top;;
Rita Indah Rahmawati;5;20/02/2023 18:15;Selalu membantu dalam semua kondisi;;
triono putra;5;20/02/2023 18:14;B banhet;;
Alden Tambunan;5;20/02/2023 18:11;Dapat drivernya cepat dan mapsnya juga tepat.;;
Ponimin Min;5;20/02/2023 18:11;Sangat bagus;;
Kelelawar Hijau (Rudi);5;20/02/2023 18:07;Puas;;
Hand Blowok;4;20/02/2023 18:05;Bintang 4 dulu aplikasiny trlalu berat buat ram yg minim;;
Wahyudi yoo;5;20/02/2023 17:56;Sangat bagus;;
Tasya Kamila;5;20/02/2023 17:53;Sangat bermanfaat dan membantu;;
Madna Ahmad;1;20/02/2023 17:47;Aplikasi gojeg onlinenya goopanter sekarang tidak bisa di percaya lagi oleh rakyat seluruh Indonesia karena sestimnya sangat buruk bau jengkol sekali. Karena aplikasi gojegnya tidak bisa di percaya kalah sama aplikasi pendatang baru seperti maxsim. Untuk apded aplikasi gojegnya tidak di permudah di persulit cara pakai aplikasinya gojeg onlinenya goopanternya . kalau aplikasi maxsim sih di permudah cuma kirim nomor telepon seken barkot langsung saja aktif bisa buat order . aplikasi gojeg kalah;;
Sopiah Sarmili;5;20/02/2023 17:47;Akun saya di bajak sama orang lain, respon langsung cepat untuk gopay dan terima kasih gopay;;
APRIL IANI;5;20/02/2023 17:46;bgs;;
Ryan Widiono;5;20/02/2023 17:40;Mantep;;
Dyan Kumoro;5;20/02/2023 17:34;Ok;;
Ilham Mubdi;2;20/02/2023 17:29;pdhl udah pesen melalui aplikasi tetapi banyak driver food yang males ngantar ke titik antarnya terutama ngantar ke mall banyak driver yang males antar ke toko tpi giliran ngomongin tip aja cepet, tolong dihimbau lagi drivernya agar mengikuti prosedur biar ga banyak ngeluh antar makanan;;
Ageng Putri;1;20/02/2023 17:29;Saya pesan gojek sesuai aplikasi menggunakan voucher malah dibayar tanpa voucher, kalo dibutuhin saat hujan malah ga ada satupun yang nerima order ssya;;
Heni 779;5;20/02/2023 17:25;Jempol;;
Nggak Tau;5;20/02/2023 17:23;Tolong perbanyak diskon dengan metode selain paylater, saya tidak suka menghutang;;
Alvins Wijaya;5;20/02/2023 17:23;Menyenangkan;;
Winda Ramadhani;5;20/02/2023 17:22;Baguss;;
Naning Suhaerudin;5;20/02/2023 17:21;Sangat membantu;;
Manzala Doanks;1;20/02/2023 17:19;Tidak ada opsi menu lihat riwayat promo,karena saldo GO-PAY coins belum masuk setelah transaksi selesai.disuruh kirim bukti Screenshot promo.lha gimana mau screenshot kalau tidak ada opsi riwayat promo yang digunakan;;
Kerajinan Jogja;5;20/02/2023 17:18;Ok lah ini;;
Aji Wibowo;5;20/02/2023 17:15;Mantab semisal masih banyak promo makanan😁;;
Yoga Swara;5;20/02/2023 17:15;"Sudah bertahun"" pelayanan tetp juara";;
Srikandita Herliawan;5;20/02/2023 17:14;Memudahkan;;
Asep Beni;5;20/02/2023 17:11;Ok;;
Zahrudin Zahrudin;1;20/02/2023 17:01;Beli bensin 22rb pendapatan 30.900 ini yg dinamakan perusahaan besar. Lebihnya 8900 lumayan buat beli otak otak;;
Kedai Moment;5;20/02/2023 16:58;Pokoknya TOP BGT pelayanannya;;
Wahyuningsih;5;20/02/2023 16:55;Senang;;
Aldonny Utama;5;20/02/2023 16:52;sudah lebih baik;;
Regina Tyas;5;20/02/2023 16:50;Mantap sekali;;
GIV.19.0949_Kautsar Zulfahmi;5;20/02/2023 16:43;Mntap;;
Ricky Jamal;5;20/02/2023 16:37;Ok;;
Ovit Ml;1;20/02/2023 16:34;Hadehh Buat upgrade premium kenapa bisa lama banget ya ? Uang saya nyangkut jadinya ga bisa digunakan payahhh;;
jc p;1;20/02/2023 16:29;Makanannya udah dimahalin banyak, pake tambah biaya pesen 3k, biaya ongkir cuma 500 meter 11k makin mahal, biaya parkir, biaya kemasan, apalagi besok? maksa banget lho.. 😌 Beli aja langsung diwarung, jauh lebih hemat dan tetep kenyang, praktis juga orang tinggal ngeng 1 menit sampe;;
rodo reiss;1;20/02/2023 16:27;Anjirrr... Bikin gopay nomer baru.. g merasa ada langganan tiap bulan ada potongan trs.. 80 ribuan.. anjirrrr...;;
Latifahdwi Nurhayati;5;20/02/2023 16:26;Keren si, baru pertama kali nyaman banget kalau pake gojek;;
Silfah Fauziah;2;20/02/2023 16:21;Dear gojek. Saya emg bukan driver gojek,tp saya ingin tanyakan, saat nih aplikasi driver gojek nya lg bermasalah apa gimana ya? Suami saya udh 2minggu lebih nih sehari cuma dapet 1tarikan aja,tolong dong PT gojek,kalo emg bermasalah segera diperbaiki,kasian para driver gojek yg nunggu orderan masuk seharian cuma dapet 1. Mereka jg butuh kasih makan untuk keluarga nya dirumah,gimana mau memberikan makan kalo sehari dapet 1 aja. Terimakasih🙏;;
Awan 1707;1;20/02/2023 16:16;Duit ada di ewalit dan ga ada motor. Mau beli roko kaga ada yang jual. Lucu. Apa gua yang lucu...hhhh;;
Marni Mameng;5;20/02/2023 16:01;Mntapa;;
Made Rudi;1;20/02/2023 16:01;Tolong dong buat Abang gojek ny ....kalau misalnya mau hantar apapun entah di hotel atau APT...kalau parkir jangan sembarangan ...ini kebanyakan ngeyel walau hanya sebentar tapi kan bisa ngerti dengan kerjaan orang apalagi terutama scurity ny yg kena teguran dari managment ny...kan jadi merugikan orang gara gara ketidak siplinan kalian kalian itu...;;
Ibsasa Si;5;20/02/2023 15:47;Bagus;;
Radodol Official;2;20/02/2023 15:43;Ada berapa bagian aplikasi yang tidak bisa di buka, seperti ada kesalahan jaringan padahal buat nonton video lancar aja;;
Suharto rafindra;5;20/02/2023 15:36;Siiiiiiiip;;
Mochamad Zae Roni;1;20/02/2023 15:24;Mahal ya skrg mah.. auto pindah !!;;
Bambang Hermanto;5;20/02/2023 15:23;Memudahkan segala keperluan sehari2 , cepat dan murah;;
Rizka Salim;5;20/02/2023 15:16;Oke;;
Amel Wulan;5;20/02/2023 15:14;Transportasi alternatif paleng oke waktu dibutuhkan..makasih banget OJOL semoga tetep langgeng n klo bisa diturunkan biayax ya kayak dl..hehehee..;;
Deni Efendi;4;20/02/2023 15:13;Kasih Promo yg banyak;;
Danis Karya Aji;1;20/02/2023 15:07;Isi saldo gopay Dan tarik tunai gopay mahal;;
Sandy Irawan;5;20/02/2023 15:05;Sangat membantu;;
Nala Ekaputri;5;20/02/2023 15:03;Ok;;
Arifin Ilham;1;20/02/2023 15:02;Bagussss;;
Wulan Dari;4;20/02/2023 14:59;Kok ga bisa d buka app sih dari kemarin 😌 jujur sebenernya seneng pake gojek;;
Senja Semima;1;20/02/2023 14:57;Gojek kenapa sih sekarang mahal banget,mau pesan goshop jarak 500meter biaya yg harus di bayar sudah 21.000 😥;;
Fajar Alville;5;20/02/2023 14:57;Luar biasa;;
Azis Bram;1;20/02/2023 14:51;aplikasi terparah msin kunci saldo orang;;
Dian Pratiwi;5;20/02/2023 14:44;Mempermudah kalo mau jalan kemana;;
neli agustin;4;20/02/2023 14:44;Kenapa gocicil ga bisa di pke lagi yah pdhal angsuran tepat wkt bayar;;
Elsa Cantik;1;20/02/2023 14:39;"Tidak bisa pembelian voucher langganan, padahal vouchernya ada. Bug gara"" di update versi terbaru";;
Reva salsabila Syva;1;20/02/2023 14:27;Saya daftar pakek nomor wa,tapi untuk nomor telpon sudah gak aktif,karna bikin pin tersebut harus lewat sms bukan wa jadi saya gak bisa gunain gopay saya padahal ada uang nya,tolong dong ada fitur pengganti nomor telpon yg sudah terdaftar;;
Korea & Japan;1;20/02/2023 14:25;Min saya sudah lapor cs, entah kenapa akun saya tidak bisa melakukan transaksi. Saya sudah ajukan dari ±4hari lalu. Dan jawabnnya tidak sesuai, tanpa sebab akun saya di bekukan. Karena transaksi aneh, padahal saya tidak ada hal-hal aneh loh. Mohon jika ada buktinya mohon di jelaskan. Karena saya tidak Terima, sudah hampir ±2tahun pakai. Tiba-tiba malah di bekukan. mohon Jika bisa di perbaiki apa saja yang harus di lakukan. Terimakasih!!!;;
Nurul Hikmah;5;20/02/2023 14:19;Terima kasih atas bantuannya;;
Sigit Sulistyo;5;20/02/2023 14:17;Bagus;;
Untung Prihatin;5;20/02/2023 14:01;Tlng bantu akun driver saya.semoga sukses selalu gojek.keluarga saya menunggu program motor listriknya.agar bisa memenuhi kebutuhan sehari hari;;
Suroto Kpn;5;20/02/2023 13:48;Selama ini sdh baik/bagus.;;
Yuyun Yuningsih;5;20/02/2023 13:35;Bapak gojek nya ramah dan slmet sampe tujuan;;
Prasetyo Achmad;1;20/02/2023 13:26;Saran saya pihak aplikator jangan ambil komisi terlalu banyak, kalau bisa kurangi dari yang sekarang. Agar pelanggan tidak pindah kelain aplikasi yang lebih murah. Ingat pepatah biar kecil yang penting banyak. Tetapi untuk fitur, tampilan dan lainnya saya beri bintang 5.;;
Ana Setiawan;5;20/02/2023 13:26;Cukup membantu dlm sarana tranportasi. Mudahdigunakan🙏;;
Ratna Juita;5;20/02/2023 13:24;Banyak cashback, promo dan banyak pilihan menu nya;;
Siti Aminah;1;20/02/2023 13:19;Iklan terus aku main minecraft gak pake data malah buka gojek sendiri yang buat gojek anak k*****;;
abduel haris;1;20/02/2023 13:14;Apk yg sangat2 super2 cangih...sejagat raya...tf tuk izi saldo gopay....tidak masuk2 bikin laporan di tanya akun dan no hp terdaftar berikut bukti tranf..dah dikirim...tidak ada soolusi email lg di tanya no hp terdaftar dam bukti...ssh dinkirim lg...ditanya lg trus berulang2 dah hari ke 2 begitu jg....ya apk sunguh2 cangih....ini saya bingung apk mainnan atau beneranya...?;;
ngaji mantoro;5;20/02/2023 13:10;Ok bagus;;
Tika Mustika;5;20/02/2023 12:58;Suksesss selalu for Gojek;;
Aldi Amg;5;20/02/2023 12:56;Gojek terbaik di Indonesia ❤️;;
Yakam;5;20/02/2023 12:51;Oke;;
Hanif Faizar;4;20/02/2023 12:47;Bermanfaat dan membantu untuk segala hal dalam waktu mendesak, banyak diskonnya dan jangka waktu lama;;
vania fahri;1;20/02/2023 12:40;Tolong donk gimana ini aplikasi tarik tunai tdk bisa di pakai sjak 1 febuari 2023 ,pdhl sya udh biasa terima pmbyran lewat go pay,Dan tdk ada pengumuman langsung aplikasinya,sya bru tau ktika pas tarik tunai tdk bisa.langsung ga brani simpan uang disini lgi,trs gmn klanjutanya masa tdk ada klanjutannya proses penutupan smntra tarik tunai.stdkny dksh tau dlu smpe tgl brp?jd sya jg smntra off in fitur pembayaran gopay;;
Yadi Botet;5;20/02/2023 12:34;Sangat hemat;;
phioLennyA HumaiRa;5;20/02/2023 12:34;jempolll deh , banyak promo!!! ;;
Rohanto Anto;5;20/02/2023 12:09;ok;;
Nainny Kurniawati;5;20/02/2023 12:07;Sangat membantu su, di tengah kesibukan sy;;
Hafizah;1;20/02/2023 11:40;Vertivikasi baru 2 kali aja udah di bilang keseringan,lawakkk;;
Barning Djajadi;5;20/02/2023 11:39;SANGAT MENYENANGKAN DAN BAGUS;;
Jmg Widiyana;5;20/02/2023 11:35;Murah hati dan praktis;;
Indah Ra;1;20/02/2023 11:22;pantes banyak yg kasih bintang 1, akun saya juga di blok saldo ditahan pdhl ga ngelakuin kesalahan, sudah lapor ke gmail pun tetap di tolak. emg dasar apk ga jelas sudah 1 tahun lebih pakai biasanya ngga gini.;;
Nuryadi e;5;20/02/2023 11:16;Good Aplikasi;;
Nuelsam Naga;1;20/02/2023 11:14;Kq aplikasi gojek nya gak ada ya.. Pdhal dh di download,, gofood smua yg ada;;
Sa Suli;1;20/02/2023 11:14;Maaf saya kasih bintang 1 karena aplikasi lemot ga keluar gambar padahal hape ram 8/256GB sinyal bagus tp leoading trus mau GOFooD saya akan pindah ke sebelah yg aplikasinya RINGAN GA LEMOT BYE..;;
Fajri Bule;5;20/02/2023 10:57;Tq;;
Mardian dian;5;20/02/2023 10:54;Mantap;;
Doddy Hendrawan;5;20/02/2023 10:51;Sangat membantu usaha saya;;
Pangeran Muda;5;20/02/2023 10:50;Terbaik;;
M. Fathir Pratama;5;20/02/2023 10:43;Aman;;
Muhamad Ichsan;1;20/02/2023 10:43;Dahlah makin mahal,terjangkau apanya paling murah skrg 70rb gila kali promo diskonnya jg gk konsisten hadehhh mau kasian sama driver tp saya siapa yang mau kasihani-___-;;
Javisco Nunuhitu;1;20/02/2023 10:34;Aplikasi Goblokkkk!!!! Masa kalo mau bikin akun Harus verifikasi code lewat link jadi susah Kalo yang Dulu enak Verifikasi nya langsung di kasih Kode enak Gojek yang dulu;;
Persib Bandung;1;20/02/2023 10:30;Kemahalan,terlalu banyak biaya ini itu yg...biaya pemesanan lah,biaya jasa aplikasi lah;;
sahrul Ramadhan;5;20/02/2023 10:22;Ok;;
I Gusti Ngurah Aditya Erawan;5;20/02/2023 10:09;Mantap;;
Sutaji Aji;5;20/02/2023 10:09;ok bnget;;
ridho alvin tambunan;5;20/02/2023 10:00;mantap;;
Rayhan Al Fauzan;1;20/02/2023 09:57;Beli top up gak bisa Ini apa profil gak aku gojek qris apa terimakasih banyak;;
deffy hartanto;5;20/02/2023 09:54;Sangat membantu;;
Sutriyasno Sutriyasno;5;20/02/2023 09:46;Mantap;;
Muhammad Manshur;5;20/02/2023 09:38;Bagus;;
Fadil G;1;20/02/2023 09:36;gagal mulu isi pulsa/data;;
E.R.P Channel;5;20/02/2023 09:24;Semoga semakin baik dan bagus untuk pelayanan pengguna gojek;;
Urie Sahuri;5;20/02/2023 09:18;Mantap;;
Ratna Sari;1;20/02/2023 09:04;Pantes driver gojek pada ngeluh soal anyep ga dapet order .. apk costumer aja banyak yg bug , banyak teriakan costumer soal kualitas aplikasi ini , jelek buruk !!;;
PURWANTO Wanto;5;20/02/2023 09:00;Ok;;
nanang Kosim;5;20/02/2023 09:00;Ok;;
Nurul Fajrianti;5;20/02/2023 08:52;sangat membantu sekali;;
Khaerudin Khaerudin;5;20/02/2023 08:34;terima kasih banyak ya;;
Syamsul Fadillah; SH.;5;20/02/2023 08:29;Sangat senang apalagi jika ada promo;
Oktavianus makakombo;5;20/02/2023 08:18;Mantap betul,sangat mempermudah untuk transaksi;;
Femmy Rosdiana;5;20/02/2023 08:15;ok;;
Netty tie;2;20/02/2023 08:14;"Info google gojek udh bisa transfer ke rekening dana,dengan pilih bank permata.tp sudah memasukkan kode dan nomor yg betul masih tidak bisa""nomor rekening tidak di temukan""gimana sih";;
Sofia Diah M;2;20/02/2023 08:12;Maaf ya gojek Ini lagi ada voucher 25 ribu untuk go food tp mana saya gak bisa pakai setiap sayaa pakai selalu gagal menampilkan rincian biayanya Pas saya rubah tidak pakai voucher eh bisa gak error maksudnya apa coba gak niat mau kasih voucher 😈😈😈 Tolong di perbaiki sebelum tgl 26 bulan ini nanti saya kasih bintang 5 lagi 😠😠😠😈😈😈;;
Chewbcca357;1;20/02/2023 07:57;"Apa sii sering lag banget gajelas, padahal Pake wifi main Game lancar, pindah ke Data sama aja lemot ni apk, mau pesen makan aja harus kesel dulu, perasaan gak berat"" amat nih gojek";;
عبد الله;1;20/02/2023 07:55;Terlalu mahal tarifnya;;
Deris Rosadi;4;20/02/2023 07:36;Biar bintang yang bicara;;
Ilham Maulana;1;20/02/2023 07:36;Makin lama promo langganan gojek diturunkan malah bikin ga worth it lagi;;
ARYA Satria;1;20/02/2023 07:34;Payah apk error' terus masa tidak ada layanan di kota anda, Padahal sudah ada dari dulu;;
Imron swkt;5;20/02/2023 07:26;Aplikasi lancar tapi kadang titik tujuannya yg saya ketik masih harus milih tujuan yg disediakan gojek mohon perbaikan supaya kita gak usah milih...ya sesuai yg kita ketik;;
Asih Nikmiati;5;20/02/2023 07:19;Senang kalau pas dapet promo discount utk goride;;
Pradika Satya;5;20/02/2023 07:17;trimaksih ya bang;;
Rhea Silvinna;5;20/02/2023 07:16;Tx SDH anter ank sy;;
Ari Kusumo;5;20/02/2023 07:02;Baik;;
Noer Wahid;5;20/02/2023 06:57;Bagus;;
Maya Panggabean;5;20/02/2023 06:49;Menyenangkan;;
Sandra Sulis Setyaninsih;4;20/02/2023 06:46;Jaket driver semoga kedepan di kasih kain yg lebih bagus, supaya keren dan gak kluwus;;
Danu Prasetyo;5;20/02/2023 06:32;Oke;;
Hendriyanto GandiL;5;20/02/2023 06:16;Bagus;;
Fahri Nova riyadi;1;20/02/2023 06:04;Apaan tau lokasi udh bener di kira lokasi salah terus perjmputan ny lama bgt mls banget ni aplikasi mana gada diskon lgi benerin tuh lokasi ny bikin orng emosi;;
surya putra;1;20/02/2023 05:54;Makin lama makin aneh, udah notif telat dari prediksi oengantaran sampai setengah jam, ga bisa dibatalin pula, padahal udah ga terkejar lagi waktunya untuk makan, malah kebuang sia2 makanannya, seharusnya klo ada notif telat ada opsi dibatalkan dong.;;
Revina Rahman;1;20/02/2023 05:44;mending grab;;
Regi Gilang;5;20/02/2023 05:21;Memudahkan transportasi saya;;
Yuniardi Rahmanto;1;20/02/2023 05:04;Aplikasi dan drivernya udah gak bisa diandelin kalo mau buru2;;
Rohimah Anama;5;20/02/2023 04:30;Cepat dan terpercaya;;
Tosin;5;20/02/2023 04:25;ok;;
QEL_ Recidentfin;2;20/02/2023 04:12;Kurang baik dari segi managementnya;;
Makarius Yanson;5;20/02/2023 04:06;terbaik;;
Detector Shoes;5;20/02/2023 01:51;Terbantukan, thanks gojek;;
Armen Fernando;5;20/02/2023 01:42;Keren;;
Kalong Ireng Ireng;5;20/02/2023 01:29;Mantap;;
Abas xgmx;1;20/02/2023 01:22;Aplikasi sangat buruk, transfer uang status nya menunggu, chat admin suruh tunggu 2X24 jam, pas lagi butuh uang lagi;;
Syarif Achmad;5;20/02/2023 01:00;Ok;;
Jonathan jimmy awuy;5;20/02/2023 00:51;Semakin bagus dalam pelayanannya;;
Dony Pratama;5;20/02/2023 00:48;Sangat membantu;;
Music and Lyrics Play;5;20/02/2023 00:30;Gojek membantuku..... Terimakasih gojek;;
Indar Parawansa;5;19/02/2023 23:39;Sangat baik;;
Bintang Adrian;1;19/02/2023 23:32;Alamat sering salah jadi harus nambah lagi uang buat bayar minyak di luar aplikasi. mana ni programmer nya balikin aplikasi seperti dulu aja lebih mudah. udah 2 kali kejadian seperti ini;;
ade mulyana;5;19/02/2023 23:14;Mantap pokoknya;;
Imam Cannavaro;5;19/02/2023 22:50;Aku ksh bintang 5 krn penglmn lbh baik dr aplikasi sebelah,aplikasi sebelah order sampai berjam jam apliksi ini lbh cepat.;;
dahyul efendi;5;19/02/2023 22:49;Ok;;
dj eponk;5;19/02/2023 22:48;Gojek mantap;;
ALCO YT;1;19/02/2023 21:50;akurasi petanya ga jelas, biasanya saya beli makanan di toko yg sama dengan ongkir yg harusnya Rp 16.000,00 jadi Rp 42.000,00 agak ga jelas mapnya, nyesel pake gojek, semoga di feedback, minimal di perbaiki.;;
ujang mumin;5;19/02/2023 21:46;Pelayanan cepat;;
suandi ong;2;19/02/2023 21:36;Gopay coin gak bisa digunakan, sudah berhari hari alasan nya selalu ada gangguan teknis. Sangat mengecewakan;;
Kadiman;5;19/02/2023 21:29;Mantaps;;
Nur Laila;5;19/02/2023 21:21;Baik;;
Ferry M nur;1;19/02/2023 21:17;Lemot order. Susah loging;;
Su Si;5;19/02/2023 21:07;baik,dan cepat;;
Ridwan Cahyawijaya;5;19/02/2023 20:56;Bagus;;
rani yulianti;5;19/02/2023 20:48;Ok;;
duel Links;2;19/02/2023 20:24;Tarik tunainya kapan bisa lagi ini???;;
maraden alim Wicaksono;5;19/02/2023 20:19;Terbantukan;;
Septian Riyanto;5;19/02/2023 20:11;Terima kasih;;
Biang Kerok;5;19/02/2023 20:07;Keren;;
putra sigama;5;19/02/2023 20:07;Mantap;;
Sis wanto;5;19/02/2023 20:06;Mantapppp...okeeeeee;;
